idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,saldoTruco,saldoEnvido,saldoFlor
63,2,50,8,7,16,7,4,8,7,7,16,50,4,1,2,1,0,0,0,1,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,2,7,4,7,0,0,NULL,NULL,0,0,BASTOS,OURO,BASTOS,BASTOS,COPAS,BASTOS,OURO,COPAS,BASTOS,BASTOS,BASTOS,BASTOS,0,1,65,27,0,0,2,-1,NULL
64,1,8,7,6,4,3,2,8,2,7,1,-46,1,1,1,1,2,0,0,20,38,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,4,7,5,8,2,1,NULL,NULL,0,0,BASTOS,ESPADAS,ESPADAS,BASTOS,BASTOS,BASTOS,BASTOS,COPAS,ESPADAS,NULL,NULL,NULL,0,0,21,9,0,1,1,-1,NULL
65,2,24,7,1,40,3,1,7,1,24,40,1,3,1,2,2,0,0,0,4,37,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,2,2,5,8,5,10,0,0,NULL,NULL,0,0,COPAS,ESPADAS,OURO,OURO,OURO,OURO,ESPADAS,ESPADAS,COPAS,OURO,OURO,OURO,0,1,32,44,0,0,-2,-1,NULL
66,1,50,16,2,24,6,1,2,0,-46,1,-15,1,-130,-130,-130,0,0,0,5,27,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,5,10,5,14,0,0,NULL,NULL,0,0,BASTOS,COPAS,ESPADAS,COPAS,COPAS,COPAS,ESPADAS,NULL,NULL,NULL,NULL,NULL,1,0,68,31,0,0,-1,-1,NULL
67,2,50,8,3,42,6,2,8,2,3,6,50,42,1,2,1,0,0,0,6,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,5,14,8,14,0,0,NULL,NULL,0,0,BASTOS,COPAS,OURO,ESPADAS,BASTOS,ESPADAS,COPAS,COPAS,OURO,BASTOS,BASTOS,ESPADAS,1,0,61,50,0,0,3,-1,NULL
68,1,24,24,4,24,8,6,24,6,4,8,24,24,1,2,0,1,0,0,30,3,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,8,14,11,14,0,0,NULL,NULL,0,0,ESPADAS,BASTOS,BASTOS,COPAS,OURO,COPAS,BASTOS,BASTOS,BASTOS,OURO,ESPADAS,COPAS,0,1,52,38,1,0,2,1,NULL
69,2,42,8,3,24,12,2,3,2,8,12,42,24,1,2,1,1,0,0,7,5,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,3,0,0,0,1,3,11,14,15,14,0,0,NULL,NULL,0,0,ESPADAS,OURO,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,OURO,OURO,COPAS,ESPADAS,BASTOS,1,0,53,38,1,0,3,1,NULL
70,1,50,24,7,16,8,6,24,6,7,8,-1,16,1,2,2,0,0,0,24,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,2,2,15,14,15,16,0,0,NULL,NULL,0,0,BASTOS,BASTOS,COPAS,ESPADAS,COPAS,ESPADAS,BASTOS,ESPADAS,COPAS,COPAS,BASTOS,ESPADAS,0,1,81,30,0,0,-2,1,NULL
71,2,24,8,7,52,16,2,7,2,8,16,-10,52,-10,2,2,0,0,0,3,28,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,15,16,15,21,1,2,NULL,NULL,0,0,BASTOS,COPAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,BASTOS,ESPADAS,COPAS,ESPADAS,NULL,ESPADAS,1,0,39,70,0,0,-2,1,NULL
72,1,8,7,4,52,7,3,8,3,7,52,-10,7,-10,2,2,0,0,0,20,6,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,15,21,15,22,1,2,NULL,NULL,0,0,OURO,OURO,COPAS,ESPADAS,COPAS,ESPADAS,OURO,ESPADAS,OURO,ESPADAS,NULL,COPAS,0,0,19,62,0,0,-1,1,NULL
73,1,7,6,3,16,4,3,3,4,-10,16,-10,0,2,2,2,2,0,0,6,7,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,15,25,0,2,1,1,NULL,NULL,0,0,ESPADAS,OURO,BASTOS,COPAS,BASTOS,COPAS,BASTOS,BASTOS,NULL,COPAS,NULL,NULL,0,0,16,23,0,1,-1,-1,NULL
75,1,8,8,6,6,6,2,8,1,-46,1,-46,1,1,1,1,2,0,0,0,5,0,2,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,2,4,4,2,1,NULL,NULL,0,0,OURO,ESPADAS,COPAS,BASTOS,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,NULL,NULL,0,0,22,14,0,1,1,-2,NULL
76,2,2,2,1,6,3,3,1,6,2,3,-15,NULL,2,2,2,1,0,0,5,32,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,4,4,6,5,0,0,NULL,NULL,0,0,BASTOS,OURO,BASTOS,OURO,OURO,OURO,BASTOS,OURO,BASTOS,OURO,NULL,NULL,0,0,5,12,1,0,-1,2,NULL
77,1,16,12,1,6,2,1,1,2,12,6,16,1,2,1,1,0,0,0,4,5,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,6,5,7,5,2,2,NULL,NULL,0,0,OURO,COPAS,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,COPAS,COPAS,BASTOS,OURO,NULL,0,0,29,9,0,0,1,2,NULL
78,2,24,7,1,16,16,8,24,16,7,8,1,16,1,2,2,0,0,0,4,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,7,5,7,6,0,0,NULL,NULL,0,0,COPAS,ESPADAS,BASTOS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,ESPADAS,ESPADAS,BASTOS,COPAS,0,0,32,40,0,0,-1,2,NULL
79,1,16,12,6,16,16,8,6,8,16,16,-46,NULL,2,0,2,0,0,0,23,2,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,7,6,10,8,0,0,NULL,NULL,0,0,OURO,OURO,OURO,ESPADAS,BASTOS,ESPADAS,OURO,OURO,OURO,BASTOS,NULL,NULL,1,0,34,40,0,0,-2,2,NULL
80,2,16,7,2,40,8,1,2,1,7,8,16,40,1,2,2,0,0,0,5,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,10,8,10,10,0,0,NULL,NULL,0,0,BASTOS,ESPADAS,COPAS,OURO,ESPADAS,OURO,COPAS,ESPADAS,ESPADAS,ESPADAS,BASTOS,OURO,1,0,25,49,0,0,-2,2,NULL
81,1,50,3,3,16,12,6,3,6,50,16,3,12,2,1,2,0,0,0,6,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,10,10,10,12,0,0,NULL,NULL,0,0,BASTOS,ESPADAS,BASTOS,OURO,COPAS,OURO,ESPADAS,OURO,BASTOS,OURO,BASTOS,COPAS,1,0,56,34,0,0,-2,2,NULL
82,2,24,4,2,7,4,3,24,7,2,3,-46,4,1,2,1,2,0,0,7,7,0,2,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,10,12,11,14,0,0,NULL,NULL,0,0,BASTOS,COPAS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,BASTOS,NULL,BASTOS,0,1,30,14,0,1,1,-2,NULL
83,1,24,12,1,40,16,4,1,4,24,16,12,40,2,1,2,2,0,0,24,36,0,2,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,11,14,11,18,0,0,NULL,NULL,0,0,COPAS,COPAS,OURO,OURO,OURO,OURO,OURO,COPAS,COPAS,OURO,COPAS,OURO,1,0,37,60,0,1,-2,-2,NULL
84,2,8,7,2,16,4,1,2,16,7,4,8,1,2,1,1,0,0,0,5,33,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,18,12,18,2,2,NULL,NULL,0,0,OURO,BASTOS,COPAS,COPAS,COPAS,COPAS,COPAS,COPAS,BASTOS,COPAS,OURO,NULL,0,0,17,21,0,0,1,-2,NULL
85,1,42,40,2,24,8,4,2,4,40,24,42,1,2,1,1,1,0,0,32,7,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,1,1,0,0,0,1,3,12,18,16,18,2,2,NULL,NULL,0,0,ESPADAS,OURO,OURO,COPAS,OURO,COPAS,OURO,BASTOS,OURO,COPAS,ESPADAS,NULL,1,0,84,36,1,0,3,1,NULL
86,2,16,6,1,24,8,3,1,24,16,8,6,1,2,1,1,0,0,0,4,6,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,16,18,18,18,2,2,NULL,NULL,0,0,ESPADAS,OURO,COPAS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,ESPADAS,COPAS,OURO,NULL,1,0,23,35,0,0,2,1,NULL
87,1,42,4,1,24,3,2,1,2,42,24,-15,1,2,1,2,2,0,0,7,6,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,18,18,18,20,0,0,NULL,NULL,0,0,ESPADAS,BASTOS,OURO,COPAS,BASTOS,COPAS,OURO,BASTOS,ESPADAS,COPAS,BASTOS,NULL,1,0,47,29,0,1,-1,-1,NULL
88,2,52,3,1,24,16,3,52,24,3,1,-46,1,1,1,1,1,0,0,27,31,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,18,20,21,20,2,1,NULL,NULL,0,0,ESPADAS,ESPADAS,BASTOS,BASTOS,BASTOS,BASTOS,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,0,0,56,43,1,0,1,2,NULL
89,1,40,16,2,12,8,6,2,6,16,8,40,12,2,1,1,1,0,0,29,1,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,2,0,0,0,1,3,21,20,25,20,0,0,NULL,NULL,0,0,OURO,OURO,ESPADAS,OURO,COPAS,OURO,ESPADAS,BASTOS,OURO,COPAS,OURO,OURO,0,1,58,26,1,0,3,1,NULL
90,2,24,6,3,24,8,4,3,4,24,8,6,24,2,1,2,0,0,0,6,30,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,2,2,4,0,4,5,0,0,NULL,NULL,0,0,ESPADAS,COPAS,BASTOS,COPAS,COPAS,COPAS,BASTOS,COPAS,ESPADAS,COPAS,COPAS,COPAS,0,1,33,36,0,0,-2,1,NULL
91,1,6,4,3,24,16,8,4,16,-1,24,-15,NULL,2,2,2,0,0,1,33,25,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,4,5,5,6,0,0,NULL,NULL,0,0,ESPADAS,BASTOS,BASTOS,OURO,OURO,OURO,BASTOS,OURO,BASTOS,OURO,NULL,NULL,0,0,13,48,1,0,-1,1,NULL
92,1,40,16,8,8,3,2,8,3,16,1,-46,1,1,1,1,1,0,2,29,31,0,1,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,10,7,16,7,2,1,NULL,NULL,0,0,OURO,OURO,ESPADAS,BASTOS,BASTOS,BASTOS,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,0,0,64,13,1,0,1,5,NULL
93,2,24,6,1,4,1,1,6,1,1,4,-46,1,1,2,1,0,0,0,4,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,2,2,3,2,0,0,NULL,NULL,0,0,COPAS,BASTOS,ESPADAS,COPAS,BASTOS,COPAS,BASTOS,BASTOS,ESPADAS,COPAS,NULL,OURO,0,1,31,6,0,0,1,5,NULL
94,1,50,4,1,52,40,8,1,8,50,40,4,52,2,1,2,1,0,0,28,7,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,3,2,5,3,0,0,NULL,NULL,0,0,BASTOS,BASTOS,ESPADAS,ESPADAS,OURO,ESPADAS,ESPADAS,BASTOS,BASTOS,OURO,BASTOS,ESPADAS,0,0,55,100,1,0,-1,2,NULL
95,2,24,16,3,16,12,2,3,2,16,16,-46,NULL,1,0,1,0,0,0,6,28,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,5,3,7,3,0,0,NULL,NULL,0,0,ESPADAS,BASTOS,COPAS,COPAS,COPAS,COPAS,COPAS,ESPADAS,BASTOS,COPAS,NULL,NULL,0,1,43,30,0,0,2,2,NULL
96,1,24,16,2,3,2,2,2,3,-46,2,-46,1,-130,1,1,0,0,0,5,6,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,7,3,8,3,0,0,NULL,NULL,0,0,COPAS,OURO,BASTOS,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,NULL,OURO,NULL,NULL,0,1,42,7,0,0,1,2,NULL
97,2,40,12,6,3,2,1,6,3,12,2,-46,NULL,1,1,1,2,0,0,7,6,0,2,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,8,3,9,5,0,0,NULL,NULL,0,0,OURO,COPAS,OURO,COPAS,ESPADAS,COPAS,OURO,COPAS,COPAS,ESPADAS,NULL,NULL,0,0,58,6,0,1,1,-2,NULL
98,1,8,7,3,42,40,8,3,0,-46,1,-15,1,-130,-130,-130,0,0,0,26,7,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,9,5,12,6,0,0,NULL,NULL,0,0,COPAS,COPAS,COPAS,ESPADAS,OURO,ESPADAS,COPAS,NULL,NULL,NULL,NULL,NULL,1,0,18,90,0,0,-1,-2,NULL
99,2,24,16,7,52,42,8,16,8,7,42,-10,52,-10,2,2,0,0,0,3,28,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,12,6,12,11,1,2,NULL,NULL,0,0,COPAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,ESPADAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,NULL,ESPADAS,1,0,47,102,0,0,-2,-2,NULL
100,1,24,7,6,16,8,2,6,8,7,2,24,1,2,1,1,2,0,0,23,5,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,1,2,12,11,14,12,2,2,NULL,NULL,0,0,COPAS,COPAS,BASTOS,OURO,BASTOS,OURO,BASTOS,BASTOS,COPAS,OURO,COPAS,NULL,1,0,37,26,0,1,2,-1,NULL
101,2,2,2,1,16,8,3,-46,0,-46,1,-15,1,-130,-130,-130,0,0,0,5,6,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,14,12,14,13,0,0,NULL,NULL,0,0,COPAS,ESPADAS,OURO,OURO,BASTOS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5,27,0,0,-1,-1,NULL
102,1,24,6,3,24,16,12,6,12,-46,1,-15,1,-130,-130,-130,0,0,0,23,26,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,14,13,14,14,0,0,NULL,NULL,0,0,ESPADAS,ESPADAS,COPAS,BASTOS,BASTOS,BASTOS,ESPADAS,COPAS,NULL,NULL,NULL,NULL,1,0,33,52,0,0,-1,-1,NULL
103,2,24,4,2,8,4,3,2,4,-46,1,-15,1,-130,-130,-130,0,0,0,30,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,14,14,14,15,0,0,NULL,NULL,0,0,COPAS,COPAS,OURO,ESPADAS,BASTOS,ESPADAS,OURO,BASTOS,NULL,NULL,NULL,NULL,1,0,30,15,0,0,-1,-1,NULL
104,1,16,12,3,12,8,3,3,8,12,3,16,1,2,1,1,2,0,0,6,6,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,14,15,16,16,2,2,NULL,NULL,0,0,COPAS,OURO,BASTOS,COPAS,OURO,COPAS,BASTOS,OURO,OURO,COPAS,COPAS,NULL,0,1,31,23,0,1,2,-1,NULL
105,2,8,6,1,50,40,8,-46,0,-46,1,-15,1,-130,-130,-130,0,0,0,20,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,16,16,16,17,0,0,NULL,NULL,0,0,BASTOS,BASTOS,OURO,BASTOS,OURO,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,1,0,15,98,0,0,-1,-1,NULL
106,1,40,12,6,8,7,4,6,4,12,1,-46,1,1,1,1,0,0,0,7,27,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,16,17,17,20,2,1,NULL,NULL,0,0,OURO,COPAS,BASTOS,COPAS,COPAS,COPAS,BASTOS,COPAS,COPAS,NULL,NULL,NULL,0,0,58,19,0,0,1,-1,NULL
107,2,12,8,4,52,24,8,4,24,12,8,-15,1,2,1,2,1,0,0,7,3,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,17,20,18,21,0,0,NULL,NULL,0,0,COPAS,OURO,COPAS,ESPADAS,OURO,ESPADAS,COPAS,OURO,COPAS,BASTOS,OURO,NULL,1,0,24,84,1,0,-1,1,NULL
108,1,16,6,6,16,12,3,6,3,6,12,16,16,1,2,0,2,0,0,2,29,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,18,21,20,22,0,0,NULL,NULL,0,0,COPAS,OURO,ESPADAS,OURO,OURO,OURO,ESPADAS,COPAS,OURO,OURO,COPAS,OURO,1,0,28,31,0,1,2,-1,NULL
109,1,6,6,1,16,12,6,1,6,6,12,-15,NULL,2,2,2,0,0,0,4,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,20,25,0,1,0,0,NULL,NULL,0,0,ESPADAS,COPAS,BASTOS,BASTOS,OURO,BASTOS,BASTOS,BASTOS,COPAS,OURO,NULL,NULL,0,0,13,34,0,0,-1,-1,NULL
110,2,40,8,7,16,6,4,7,4,8,16,40,6,1,2,1,0,0,0,20,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,0,1,2,1,0,0,NULL,NULL,0,0,OURO,ESPADAS,ESPADAS,ESPADAS,OURO,ESPADAS,ESPADAS,COPAS,ESPADAS,ESPADAS,OURO,OURO,0,1,55,26,0,0,2,-1,NULL
111,1,16,7,4,24,2,1,4,24,7,1,-46,1,2,1,1,1,0,0,27,5,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,2,1,4,1,0,0,NULL,NULL,0,0,BASTOS,COPAS,COPAS,COPAS,ESPADAS,COPAS,COPAS,COPAS,COPAS,COPAS,NULL,NULL,0,1,27,27,1,0,1,1,NULL
112,2,42,24,3,52,16,8,24,8,3,16,-10,52,-10,2,2,0,0,0,7,23,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,4,1,4,3,1,2,NULL,NULL,0,0,ESPADAS,OURO,BASTOS,ESPADAS,ESPADAS,ESPADAS,OURO,OURO,BASTOS,ESPADAS,NULL,ESPADAS,1,0,69,76,0,0,-2,1,NULL
113,1,24,16,6,7,4,1,16,1,-46,1,-46,1,1,1,1,0,0,0,3,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,4,3,5,3,2,1,NULL,NULL,0,0,ESPADAS,OURO,BASTOS,OURO,COPAS,OURO,OURO,NULL,NULL,NULL,NULL,NULL,0,0,46,12,0,0,1,1,NULL
114,2,16,7,3,24,7,6,3,6,16,7,7,24,2,1,2,0,0,0,6,23,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,3,1,3,0,2,4,5,3,5,10,0,0,NULL,NULL,0,0,OURO,BASTOS,ESPADAS,ESPADAS,ESPADAS,ESPADAS,ESPADAS,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,0,1,26,37,0,0,-4,1,NULL
115,1,24,6,1,16,7,6,1,6,24,7,-15,1,2,1,2,0,0,0,4,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,3,0,0,1,2,2,5,10,5,12,0,0,NULL,NULL,0,0,OURO,BASTOS,ESPADAS,BASTOS,ESPADAS,BASTOS,ESPADAS,COPAS,OURO,ESPADAS,BASTOS,NULL,0,1,31,29,0,0,-2,1,NULL
116,2,50,24,3,16,8,8,3,8,24,8,50,1,2,1,1,0,0,0,24,22,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,5,12,7,12,2,2,NULL,NULL,0,0,BASTOS,BASTOS,ESPADAS,OURO,OURO,OURO,ESPADAS,ESPADAS,BASTOS,OURO,BASTOS,NULL,0,1,77,32,0,0,2,1,NULL
117,1,6,3,2,12,7,2,2,7,3,2,-15,1,2,1,2,1,0,0,26,5,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,7,12,9,13,0,0,NULL,NULL,0,0,ESPADAS,ESPADAS,COPAS,OURO,ESPADAS,OURO,COPAS,ESPADAS,ESPADAS,OURO,ESPADAS,NULL,1,0,11,21,1,0,-1,2,NULL
118,2,7,3,1,52,2,1,1,1,-46,1,-15,1,0,-130,-130,0,0,0,30,30,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,9,13,12,14,0,0,NULL,NULL,0,0,OURO,OURO,OURO,ESPADAS,ESPADAS,ESPADAS,OURO,BASTOS,NULL,NULL,NULL,NULL,1,0,11,55,0,0,-1,2,NULL
119,1,7,1,1,24,12,8,1,8,-10,12,-10,0,2,2,2,1,0,0,4,24,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,14,14,15,1,1,NULL,NULL,0,0,ESPADAS,OURO,ESPADAS,COPAS,COPAS,COPAS,ESPADAS,BASTOS,NULL,COPAS,NULL,NULL,0,0,9,44,1,0,-1,2,NULL
120,2,16,12,7,50,7,3,7,3,12,50,16,7,1,2,1,1,0,0,2,27,2,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,2,2,0,0,0,1,3,14,15,18,15,0,0,NULL,NULL,0,0,BASTOS,OURO,ESPADAS,BASTOS,BASTOS,BASTOS,ESPADAS,OURO,OURO,BASTOS,BASTOS,BASTOS,0,1,35,60,1,0,3,1,NULL
121,1,50,8,2,7,3,1,2,3,-46,1,-46,1,-130,1,1,1,0,0,5,30,0,1,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,18,15,21,15,0,0,NULL,NULL,0,0,BASTOS,ESPADAS,BASTOS,OURO,OURO,OURO,BASTOS,OURO,NULL,COPAS,NULL,NULL,0,1,60,11,1,0,1,2,NULL
122,2,24,16,7,50,42,16,-46,0,-46,1,-15,1,-130,-130,-130,0,0,0,25,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,21,15,21,16,0,0,NULL,NULL,0,0,ESPADAS,ESPADAS,OURO,BASTOS,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,1,0,47,108,0,0,-1,2,NULL
123,1,52,24,12,24,7,2,12,24,24,2,52,1,2,1,1,0,0,0,3,5,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,21,16,23,16,2,2,NULL,NULL,0,0,ESPADAS,BASTOS,OURO,ESPADAS,COPAS,ESPADAS,OURO,ESPADAS,BASTOS,COPAS,ESPADAS,NULL,0,1,88,33,0,0,2,2,NULL
124,2,12,12,3,16,3,2,3,2,12,16,12,3,1,2,1,2,0,0,6,6,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,2,2,0,0,0,1,3,23,16,26,17,0,0,NULL,NULL,0,0,OURO,COPAS,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,BASTOS,COPAS,BASTOS,OURO,COPAS,0,1,27,21,0,1,3,-1,NULL
125,2,6,3,1,7,2,1,1,7,-46,1,-46,1,1,1,1,2,0,0,6,5,1,2,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0,2,1,3,2,1,NULL,NULL,0,0,ESPADAS,BASTOS,ESPADAS,BASTOS,ESPADAS,BASTOS,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,0,0,10,10,0,1,1,-1,NULL
